date,total_count,severity_class,missing,source,source_url
2000-06-09,17,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-10,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-11,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-12,3,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-13,25,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-14,16,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-15,12,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-16,12,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-17,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-18,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-19,4,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-20,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-21,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-22,6,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-23,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-24,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-25,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-26,5,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-27,7,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-28,4,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-29,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2000-06-30,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2000/06
2001-01-01,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-02,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-03,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-04,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-05,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-06,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-07,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-08,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-09,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-10,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-11,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-12,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-13,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-14,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-15,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-16,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-17,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-18,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-19,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-20,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-21,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-22,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-23,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-24,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-25,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-26,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-27,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-28,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-29,5,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-30,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-01-31,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/01
2001-02-01,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-02,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-03,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-04,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-05,16,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-06,6,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-07,49,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-08,76,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-09,421,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-10,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-11,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-12,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-13,4,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-14,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-15,138,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-16,889,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-17,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-18,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-19,22,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-20,77,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-21,12,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-22,11,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-23,3,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-24,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-25,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-26,53,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-27,107,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-02-28,41,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/02
2001-03-01,33,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-02,25,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-03,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-04,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-05,36,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-06,37,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-07,19,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-08,8,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-09,17,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-10,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-11,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-12,106,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-13,8,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-14,42,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-15,50,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-16,20,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-17,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-18,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-19,42,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-20,18,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-21,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-22,14,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-23,25,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-24,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-25,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-26,70,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-27,16,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-28,27,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-29,224,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-30,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-03-31,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/03
2001-04-01,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-02,551,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-03,1087,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-04,228,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-05,1065,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-06,466,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-07,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-08,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-09,3364,extreme,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-10,3414,extreme,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-11,2152,extreme,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-12,2130,extreme,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-13,1186,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-14,1479,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-15,1230,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-16,1135,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-17,1269,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-18,1169,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-19,595,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-20,202,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-21,491,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-22,478,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-23,274,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-24,265,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-25,354,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-26,414,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-27,354,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-28,280,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-29,286,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-04-30,441,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/04
2001-05-01,161,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-02,213,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-03,187,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-04,124,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-05,91,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-06,219,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-07,126,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-08,91,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-09,105,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-10,41,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-11,70,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-12,77,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-13,49,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-14,126,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-15,132,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-16,93,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-17,80,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-18,68,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-19,65,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-20,43,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-21,17,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-22,44,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-23,30,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-24,16,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-25,30,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-26,12,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-27,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-28,12,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-29,12,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-30,22,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-05-31,25,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/05
2001-06-01,18,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-02,5,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-03,6,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-04,3,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-05,6,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-06,5,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-07,11,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-08,4,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-09,6,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-10,7,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-11,10,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-12,8,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-13,9,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-14,15,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-15,6,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-16,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-17,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-18,16,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-19,13,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-20,12,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-21,10,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-22,16,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-23,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-24,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-25,8,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-26,3,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-27,6,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-28,4,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-29,4,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2001-06-30,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2001/06
2002-01-01,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-02,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-03,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-04,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-05,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-06,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-07,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-08,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-09,39,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-10,5,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-11,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-12,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-13,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-14,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-15,13,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-16,4,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-17,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-18,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-19,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-20,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-21,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-22,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-23,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-24,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-25,1,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-26,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-27,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-28,8,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-29,22,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-30,0,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-01-31,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/01
2002-02-01,108,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-02,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-03,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-04,59,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-05,8,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-06,16,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-07,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-08,2,low,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-09,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-10,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-11,352,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-12,64,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-13,53,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-14,44,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-15,105,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-16,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-17,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-18,82,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-19,30,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-20,130,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-21,116,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-22,126,high,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-23,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-24,,,True,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
2002-02-25,24,medium,False,atlanta_allergy_calendar,https://www.atlantaallergy.com/pollen_counts/index/2002/02
